fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.24,0.798,0.282,3.47,0.171,3.4,53.9,0.99966,3.31,0.55,10.61,4
11.8,0.549,0.328,2.23,0.08,6.0,63.0,0.99602,3.29,0.41,8.71,4
8.55,0.429,0.414,1.21,0.036,2.9,8.6,0.99533,3.32,0.63,8.48,4
8.44,0.324,0.415,1.69,0.104,12.5,68.8,0.99388,3.53,0.52,12.39,6
9.27,0.193,0.455,3.35,0.093,18.3,54.3,0.99716,3.36,0.86,8.59,5
9.88,0.305,0.327,1.93,0.079,8.6,47.5,0.99904,3.5,0.61,10.24,6
4.84,0.55,0.391,1.6,0.069,11.2,143.8,0.99913,3.27,0.77,11.36,6
5.39,0.706,0.685,1.6,0.03,11.2,24.3,0.99932,3.47,0.57,8.53,5
8.69,0.429,0.213,2.83,0.033,29.6,50.2,0.99749,3.35,0.54,9.26,5
7.08,0.813,0.071,4.65,0.164,16.4,125.9,0.99687,3.44,0.74,9.09,4
10.6,0.401,0.604,0.9,0.06,15.0,82.5,0.99914,3.45,0.68,12.35,8
7.77,0.487,0.606,7.47,0.121,26.7,31.2,0.99459,3.17,0.69,12.58,7
4.95,0.336,0.094,2.32,0.038,4.8,47.0,0.99586,3.32,0.62,9.63,5
6.11,0.708,0.132,2.75,0.049,16.3,48.0,0.99995,3.45,0.78,11.04,6
7.91,0.908,0.208,1.74,0.106,9.7,34.4,0.99466,3.48,0.75,10.75,5
7.99,0.213,0.503,2.11,0.075,32.1,14.8,0.99663,3.5,0.37,10.12,7
7.58,0.468,0.025,2.31,0.099,26.8,31.6,0.9979,3.33,0.6,8.68,5
10.2,0.758,0.682,1.32,0.078,9.7,56.8,0.99686,3.54,0.82,12.89,7
10.41,0.27,0.329,1.47,0.071,11.7,31.1,0.99888,3.21,0.49,8.48,4
8.02,0.632,0.356,3.61,0.057,7.0,39.0,0.9996,3.09,0.42,10.65,5
4.61,0.75,0.231,1.05,0.046,24.2,89.0,0.99761,3.27,0.62,9.73,5
9.39,0.544,0.358,2.58,0.147,21.0,39.2,0.99934,3.49,0.73,11.5,6
9.29,0.629,0.11,1.79,0.158,12.2,40.8,0.99494,3.15,0.57,11.33,5
8.86,0.847,0.29,1.37,0.049,12.1,44.3,0.9964,3.09,0.88,9.37,5
10.03,0.881,0.213,5.14,0.048,10.2,29.2,1.00127,3.05,1.01,9.57,5
6.29,0.519,0.201,1.38,0.067,30.9,70.2,1.00039,3.42,0.39,8.76,4
11.82,0.434,0.212,1.27,0.091,12.9,17.1,0.99427,3.09,0.58,10.63,5
6.65,0.364,0.165,1.95,0.072,10.5,29.1,0.99668,3.39,0.36,11.18,6
9.62,0.706,0.081,1.5,0.098,22.7,47.2,0.99696,3.26,0.75,9.95,5
5.38,0.283,0.298,2.12,0.076,1.7,32.4,0.99749,3.19,0.54,10.16,6
6.7,0.485,0.213,2.27,0.074,11.6,103.1,0.99912,3.16,0.57,12.46,5
10.96,0.548,0.009,2.35,0.231,24.7,41.1,1.00019,3.34,0.85,11.42,6
7.87,0.439,0.282,2.0,0.062,35.2,40.4,0.99677,3.2,0.46,11.86,6
9.78,0.58,0.214,1.54,0.163,8.9,20.7,0.99883,3.31,0.43,11.01,5
8.73,0.992,0.182,2.83,0.15,19.5,32.9,0.99793,3.37,0.36,10.69,5
8.14,0.508,0.4,2.01,0.098,8.8,68.3,0.99666,3.4,0.88,9.08,7
10.69,0.452,0.036,1.69,0.033,45.5,25.2,0.99347,3.45,0.83,9.3,5
7.91,0.713,0.282,4.12,0.079,15.6,10.6,0.99864,3.33,0.59,10.19,5
5.22,0.573,0.116,2.0,0.062,20.9,36.7,0.99785,3.15,0.46,8.98,6
6.92,0.789,0.196,3.46,0.079,2.1,42.4,0.99744,3.38,0.79,9.57,6
9.28,0.56,0.489,3.68,0.048,10.2,30.4,0.99484,3.41,1.27,9.93,7
9.01,0.485,0.371,3.78,0.11,22.8,89.8,1.00042,3.28,0.6,11.03,6
5.59,0.209,0.485,2.89,0.122,4.7,138.2,0.99699,3.27,0.47,9.66,5
7.06,0.238,0.333,2.12,0.132,15.6,47.0,0.99453,3.68,0.87,9.94,6
7.31,0.2,0.345,2.06,0.066,36.2,32.7,0.99423,3.12,0.48,11.52,7
7.68,0.598,0.21,1.9,0.048,23.6,56.8,0.99799,3.38,0.58,8.53,6
5.93,0.285,0.227,0.9,0.091,19.9,90.2,0.99804,3.47,0.33,10.66,5
7.23,0.756,0.502,2.93,0.172,10.6,26.6,0.99582,3.26,0.59,10.84,4
7.05,0.535,0.174,2.36,0.081,5.8,66.1,0.99758,3.28,0.46,10.87,5
9.66,0.486,0.32,3.07,0.096,13.6,36.7,0.99797,3.25,0.87,9.88,5
9.73,0.378,0.313,2.01,0.07,21.4,79.5,0.99697,3.31,0.5,9.28,5
8.07,0.642,0.49,2.86,0.062,7.0,20.7,0.99537,3.44,0.77,12.05,6
7.64,0.385,0.245,1.14,0.105,23.5,97.0,0.99853,3.28,0.62,9.5,5
8.56,0.353,0.427,1.25,0.074,16.2,48.0,0.99829,3.78,0.66,9.22,5
6.9,0.744,0.419,0.9,0.094,8.0,56.7,0.99778,3.24,0.73,10.44,5
6.32,0.594,0.398,1.99,0.098,3.8,18.3,0.99512,3.52,0.63,9.63,5
6.68,0.488,0.44,1.5,0.091,4.6,17.9,0.99417,3.39,0.54,11.54,5
7.22,0.645,0.141,1.41,0.1,13.2,51.1,0.99685,3.33,0.52,10.14,5
6.3,0.532,0.163,2.46,0.053,28.4,57.8,0.99847,3.53,0.72,11.68,6
8.6,0.599,0.247,1.75,0.052,8.1,34.6,0.99868,3.07,0.4,10.9,5
9.59,0.383,0.544,1.11,0.077,30.7,61.6,0.99781,3.37,0.97,10.0,6
5.56,0.903,0.592,6.65,0.077,3.4,18.2,0.99584,3.2,0.66,11.61,6
8.36,0.426,0.421,2.08,0.062,14.8,13.9,0.99517,3.24,0.59,9.72,6
7.94,0.81,0.333,1.3,0.087,13.8,44.5,0.99667,3.24,0.68,10.08,5
8.91,0.496,0.524,1.57,0.118,18.4,17.7,0.99669,3.17,0.55,10.99,6
8.3,0.675,0.221,1.96,0.133,16.0,10.8,0.9988,3.06,0.61,10.66,5
5.79,0.662,0.196,1.96,0.147,10.5,22.0,0.99579,3.37,0.48,9.7,3
6.12,0.736,0.245,3.8,0.043,10.6,56.6,0.99595,3.3,0.7,8.78,5
8.37,0.379,0.084,2.04,0.046,25.2,47.3,1.0006,3.26,0.63,10.4,6
10.11,0.724,0.237,4.88,0.069,15.3,90.9,0.99965,3.42,0.67,9.64,5
8.92,0.862,0.058,1.74,0.081,2.0,49.4,0.99502,3.38,0.92,10.45,6
10.39,0.483,0.465,2.56,0.07,11.2,18.8,0.99949,3.27,0.52,9.97,5
8.05,0.536,0.373,3.35,0.061,12.0,58.9,0.99457,3.77,0.62,9.65,5
9.28,0.436,0.542,3.62,0.068,11.9,26.1,0.99588,3.46,0.42,10.13,5
7.1,0.468,0.631,3.82,0.097,22.9,34.2,0.99609,3.68,0.73,10.34,7
8.11,0.838,0.042,1.87,0.043,9.4,26.4,0.99655,3.25,0.63,11.16,5
5.5,0.349,0.152,2.11,0.224,16.9,16.8,0.99788,3.35,0.64,10.87,7
9.96,0.36,0.518,0.9,0.079,36.6,182.2,0.9969,3.12,0.61,12.66,6
6.61,0.82,0.313,1.94,0.125,28.5,23.3,0.99787,3.26,0.55,10.57,6
7.53,0.642,0.224,3.46,0.06,8.8,9.6,0.99594,3.22,1.19,9.7,5
5.91,0.912,0.119,3.17,0.101,15.6,63.4,0.99741,3.76,0.64,10.24,5
5.87,0.449,0.009,2.04,0.082,1.1,7.5,0.99685,3.21,0.69,11.03,7
8.02,0.553,0.485,4.55,0.115,20.7,36.9,0.99406,3.27,0.48,11.49,6
7.05,0.411,0.422,1.78,0.071,5.5,69.4,0.99762,3.09,0.8,11.86,7
8.98,0.556,0.527,1.53,0.157,14.2,15.1,0.99688,3.39,0.62,9.33,6
9.11,0.211,0.345,1.71,0.04,12.9,41.2,0.99534,3.17,0.71,11.79,7
8.88,0.653,0.034,1.28,0.12,27.6,33.2,0.99589,3.45,0.8,10.37,5
8.74,0.588,0.358,2.8,0.082,17.0,23.0,0.99594,3.04,0.62,9.43,5
11.07,0.52,0.2,2.41,0.049,12.8,91.1,0.99623,3.29,0.54,10.2,5
6.46,0.46,0.164,2.79,0.188,21.6,33.0,1.00004,3.03,0.36,11.72,6
8.22,0.369,0.06,1.76,0.179,30.4,62.6,1.00067,3.24,0.58,10.91,5
10.29,0.661,0.45,2.06,0.031,1.5,73.1,0.99152,3.27,0.54,9.12,5
10.52,0.319,0.357,0.9,0.085,9.2,35.8,0.99763,3.22,0.48,9.13,5
5.85,0.622,0.365,2.51,0.107,37.2,19.1,0.99851,3.23,0.92,9.1,5
7.78,0.903,0.15,2.21,0.095,48.3,74.1,0.99629,3.46,0.82,9.64,4
10.68,0.797,0.303,1.29,0.154,7.9,37.0,0.99846,3.64,0.4,10.5,5
9.2,0.259,0.016,2.02,0.141,24.9,39.7,0.99984,3.36,0.66,9.21,5
8.66,0.433,0.245,1.89,0.088,7.9,31.6,0.99409,3.18,0.52,9.96,5
7.94,0.606,0.209,4.68,0.218,6.3,72.5,0.99695,3.32,0.7,11.92,6
7.65,0.517,0.721,1.31,0.119,13.2,17.3,1.00042,3.26,0.52,12.15,7
8.82,0.278,0.034,2.46,0.067,26.7,40.0,0.99435,3.44,0.56,12.08,5
7.88,0.599,0.311,1.3,0.061,12.1,19.4,0.99648,3.35,0.81,8.5,5
8.25,0.528,0.606,1.65,0.137,26.5,31.5,0.99585,3.07,0.78,12.21,8
8.46,0.875,0.308,2.4,0.055,28.1,78.6,0.9987,3.47,0.93,10.52,5
7.14,0.484,0.403,1.92,0.065,10.2,78.0,0.99896,3.46,0.6,10.5,6
9.25,0.74,0.206,2.11,0.07,10.0,34.9,0.99701,3.53,0.44,11.52,6
13.39,0.302,0.173,2.46,0.092,12.3,49.4,0.99676,3.23,0.8,11.17,6
5.23,0.345,0.286,1.7,0.072,14.5,48.8,0.99343,3.36,0.8,8.42,5
8.88,0.66,0.145,3.15,0.043,13.4,19.5,0.9994,3.13,0.75,9.76,6
7.0,0.725,0.408,1.85,0.132,15.4,57.5,0.99603,3.3,0.53,10.03,5
9.32,0.358,0.439,2.03,0.065,10.8,21.0,0.99643,3.37,0.49,9.0,5
8.4,0.534,0.277,2.49,0.194,5.9,30.2,0.99855,3.21,0.73,11.49,6
9.65,0.281,0.229,2.34,0.09,42.5,10.0,0.99708,3.36,0.51,11.96,6
10.37,0.497,0.084,2.83,0.138,9.2,63.8,0.99861,3.34,0.59,10.41,6
8.65,0.681,0.498,2.44,0.104,3.7,72.7,0.99785,3.24,1.32,10.74,5
10.29,0.452,0.23,2.61,0.141,22.7,50.5,0.99709,3.52,1.09,10.41,6
11.09,0.485,0.323,1.83,0.101,6.8,41.3,0.99729,3.27,0.78,10.53,6
8.97,0.327,0.103,1.31,0.087,21.3,29.1,0.99457,3.33,0.54,11.62,6
10.2,0.413,0.264,1.11,0.128,8.9,64.8,0.99642,3.09,0.53,8.53,5
6.2,0.846,0.009,1.0,0.239,47.5,104.4,0.99876,3.39,0.76,10.94,4
6.87,0.543,0.289,4.68,0.069,33.3,23.2,0.99499,3.24,0.93,10.43,6
